t,p,strike
2026-05-13 16:40:06+00:00,0.012,$30-40B
2026-05-13 16:50:21+00:00,0.012,$30-40B
2026-05-13 17:00:25+00:00,0.012,$30-40B
2026-05-13 17:10:06+00:00,0.012,$30-40B
2026-05-13 17:20:06+00:00,0.012,$30-40B
2026-05-13 17:30:13+00:00,0.012,$30-40B
2026-05-13 17:40:10+00:00,0.0115,$30-40B
2026-05-13 17:50:06+00:00,0.012,$30-40B
2026-05-13 18:00:18+00:00,0.012,$30-40B
2026-05-13 18:10:07+00:00,0.012,$30-40B
2026-05-13 18:20:07+00:00,0.012,$30-40B
2026-05-13 18:30:26+00:00,0.012,$30-40B
2026-05-13 18:40:08+00:00,0.012,$30-40B
2026-05-13 18:50:07+00:00,0.012,$30-40B
2026-05-13 19:00:11+00:00,0.0115,$30-40B
2026-05-13 19:10:10+00:00,0.0115,$30-40B
2026-05-13 19:20:13+00:00,0.0115,$30-40B
2026-05-13 19:30:12+00:00,0.0115,$30-40B
2026-05-13 19:40:25+00:00,0.0115,$30-40B
2026-05-13 19:50:14+00:00,0.0115,$30-40B
2026-05-13 20:00:14+00:00,0.0115,$30-40B
2026-05-13 20:10:07+00:00,0.0115,$30-40B
2026-05-13 20:20:06+00:00,0.0115,$30-40B
2026-05-13 20:30:09+00:00,0.0115,$30-40B
2026-05-13 20:40:09+00:00,0.0115,$30-40B
2026-05-13 20:50:06+00:00,0.0115,$30-40B
2026-05-13 21:00:15+00:00,0.0115,$30-40B
2026-05-13 21:10:06+00:00,0.0115,$30-40B
2026-05-13 21:20:25+00:00,0.009,$30-40B
2026-05-13 21:30:11+00:00,0.009,$30-40B
2026-05-13 21:40:10+00:00,0.009,$30-40B
2026-05-13 21:50:35+00:00,0.009,$30-40B
2026-05-13 22:00:11+00:00,0.009,$30-40B
2026-05-13 22:10:08+00:00,0.009,$30-40B
2026-05-13 22:20:08+00:00,0.008,$30-40B
2026-05-13 22:30:10+00:00,0.008,$30-40B
2026-05-13 22:40:06+00:00,0.008,$30-40B
2026-05-13 22:50:06+00:00,0.008,$30-40B
2026-05-13 23:00:13+00:00,0.0075,$30-40B
2026-05-13 23:10:10+00:00,0.0065,$30-40B
2026-05-13 23:20:24+00:00,0.0065,$30-40B
2026-05-13 23:30:28+00:00,0.0065,$30-40B
2026-05-13 23:40:08+00:00,0.0065,$30-40B
2026-05-13 23:50:11+00:00,0.0065,$30-40B
2026-05-14 00:00:23+00:00,0.0065,$30-40B
2026-05-14 00:10:09+00:00,0.0065,$30-40B
2026-05-14 00:20:14+00:00,0.0065,$30-40B
2026-05-14 00:30:13+00:00,0.0065,$30-40B
2026-05-14 00:40:07+00:00,0.0065,$30-40B
2026-05-14 00:50:12+00:00,0.0065,$30-40B
2026-05-14 01:00:09+00:00,0.0065,$30-40B
2026-05-14 01:10:10+00:00,0.006,$30-40B
2026-05-14 01:20:08+00:00,0.005,$30-40B
2026-05-14 01:30:11+00:00,0.0055,$30-40B
2026-05-14 01:40:05+00:00,0.005,$30-40B
2026-05-14 01:50:08+00:00,0.005,$30-40B
2026-05-14 02:00:23+00:00,0.005,$30-40B
2026-05-14 02:10:07+00:00,0.005,$30-40B
2026-05-14 02:20:08+00:00,0.005,$30-40B
2026-05-14 02:30:11+00:00,0.005,$30-40B
2026-05-14 02:40:07+00:00,0.005,$30-40B
2026-05-14 02:50:06+00:00,0.005,$30-40B
2026-05-14 03:00:19+00:00,0.005,$30-40B
2026-05-14 03:10:07+00:00,0.0055,$30-40B
2026-05-14 03:20:19+00:00,0.0055,$30-40B
2026-05-14 03:30:08+00:00,0.0055,$30-40B
2026-05-14 03:40:06+00:00,0.0055,$30-40B
2026-05-14 03:50:04+00:00,0.0045,$30-40B
2026-05-14 04:00:08+00:00,0.0045,$30-40B
2026-05-14 04:10:07+00:00,0.0045,$30-40B
2026-05-14 04:20:08+00:00,0.0045,$30-40B
2026-05-14 04:30:08+00:00,0.0045,$30-40B
2026-05-14 04:40:06+00:00,0.0045,$30-40B
2026-05-14 04:50:07+00:00,0.005,$30-40B
2026-05-14 05:00:11+00:00,0.005,$30-40B
2026-05-14 05:10:14+00:00,0.005,$30-40B
2026-05-14 05:20:05+00:00,0.005,$30-40B
2026-05-14 05:30:09+00:00,0.005,$30-40B
2026-05-14 05:40:07+00:00,0.005,$30-40B
2026-05-14 05:50:04+00:00,0.005,$30-40B
2026-05-14 06:00:12+00:00,0.005,$30-40B
2026-05-14 06:10:05+00:00,0.005,$30-40B
2026-05-14 06:20:14+00:00,0.005,$30-40B
2026-05-14 06:30:11+00:00,0.005,$30-40B
2026-05-14 06:40:09+00:00,0.005,$30-40B
2026-05-14 06:50:05+00:00,0.005,$30-40B
2026-05-14 07:00:12+00:00,0.005,$30-40B
2026-05-14 07:10:07+00:00,0.005,$30-40B
2026-05-14 07:20:09+00:00,0.005,$30-40B
2026-05-14 07:30:10+00:00,0.0055,$30-40B
2026-05-14 07:40:06+00:00,0.0055,$30-40B
2026-05-14 07:50:05+00:00,0.0055,$30-40B
2026-05-14 08:00:09+00:00,0.0055,$30-40B
2026-05-14 08:10:06+00:00,0.0055,$30-40B
2026-05-14 08:20:04+00:00,0.0055,$30-40B
2026-05-14 08:30:09+00:00,0.0055,$30-40B
2026-05-14 08:40:17+00:00,0.0055,$30-40B
2026-05-14 08:50:06+00:00,0.0055,$30-40B
2026-05-14 09:00:12+00:00,0.0055,$30-40B
2026-05-14 09:10:08+00:00,0.0055,$30-40B
2026-05-14 09:20:06+00:00,0.0055,$30-40B
2026-05-14 09:30:08+00:00,0.0055,$30-40B
2026-05-14 09:40:09+00:00,0.0055,$30-40B
2026-05-14 09:50:05+00:00,0.006,$30-40B
2026-05-14 10:00:11+00:00,0.006,$30-40B
2026-05-14 10:10:08+00:00,0.006,$30-40B
2026-05-14 10:20:08+00:00,0.006,$30-40B
2026-05-14 10:30:11+00:00,0.006,$30-40B
2026-05-14 10:40:09+00:00,0.006,$30-40B
2026-05-14 10:50:08+00:00,0.006,$30-40B
2026-05-14 11:00:11+00:00,0.006,$30-40B
2026-05-14 11:10:07+00:00,0.006,$30-40B
2026-05-14 11:20:09+00:00,0.006,$30-40B
2026-05-14 11:30:14+00:00,0.006,$30-40B
2026-05-14 11:40:09+00:00,0.006,$30-40B
2026-05-14 11:50:11+00:00,0.006,$30-40B
2026-05-14 12:00:12+00:00,0.006,$30-40B
2026-05-14 12:10:07+00:00,0.0055,$30-40B
2026-05-14 12:20:13+00:00,0.0055,$30-40B
2026-05-14 12:30:12+00:00,0.0055,$30-40B
2026-05-14 12:40:05+00:00,0.005,$30-40B
2026-05-14 12:50:05+00:00,0.0045,$30-40B
2026-05-14 13:00:11+00:00,0.0045,$30-40B
2026-05-14 13:10:05+00:00,0.0045,$30-40B
2026-05-14 13:20:06+00:00,0.0045,$30-40B
2026-05-14 13:30:09+00:00,0.0045,$30-40B
2026-05-14 13:40:20+00:00,0.0045,$30-40B
2026-05-14 13:50:24+00:00,0.0045,$30-40B
2026-05-14 14:00:10+00:00,0.0045,$30-40B
2026-05-14 14:10:06+00:00,0.0045,$30-40B
2026-05-14 14:20:25+00:00,0.0045,$30-40B
2026-05-14 14:30:08+00:00,0.004,$30-40B
2026-05-14 14:40:07+00:00,0.003,$30-40B
2026-05-14 14:50:08+00:00,0.0025,$30-40B
2026-05-14 15:00:10+00:00,0.0005,$30-40B
2026-05-14 15:10:09+00:00,0.0005,$30-40B
2026-05-14 15:20:10+00:00,0.0005,$30-40B
2026-05-14 15:30:09+00:00,0.0005,$30-40B
2026-05-14 15:40:10+00:00,0.0005,$30-40B
2026-05-14 15:50:07+00:00,0.0005,$30-40B
2026-05-14 16:00:09+00:00,0.0005,$30-40B
2026-05-14 16:10:07+00:00,0.0015,$30-40B
2026-05-14 16:20:26+00:00,0.0015,$30-40B
2026-05-14 16:30:08+00:00,0.0015,$30-40B
2026-05-14 16:40:06+00:00,0.0015,$30-40B
2026-05-14 16:50:08+00:00,0.0015,$30-40B
2026-05-14 17:00:17+00:00,0.0015,$30-40B
2026-05-14 17:10:08+00:00,0.0015,$30-40B
2026-05-14 17:20:10+00:00,0.0015,$30-40B
2026-05-14 17:30:14+00:00,0.0015,$30-40B
2026-05-14 17:40:09+00:00,0.002,$30-40B
2026-05-14 17:50:07+00:00,0.001,$30-40B
2026-05-14 18:00:21+00:00,0.001,$30-40B
2026-05-14 18:10:10+00:00,0.001,$30-40B
2026-05-14 18:20:08+00:00,0.001,$30-40B
2026-05-14 18:30:12+00:00,0.0005,$30-40B
2026-05-14 18:40:09+00:00,0.0005,$30-40B
2026-05-14 18:50:08+00:00,0.0005,$30-40B
2026-05-14 19:00:17+00:00,0.0005,$30-40B
2026-05-14 19:10:11+00:00,0.0005,$30-40B
2026-05-14 19:20:07+00:00,0.0005,$30-40B
2026-05-14 19:30:09+00:00,0.0005,$30-40B
2026-05-14 19:40:08+00:00,0.0005,$30-40B
2026-05-14 19:50:09+00:00,0.0005,$30-40B
2026-05-14 20:00:09+00:00,0.0005,$30-40B
2026-05-14 20:10:08+00:00,0.0005,$30-40B
2026-05-14 20:20:09+00:00,0.0005,$30-40B
2026-05-14 20:30:08+00:00,0.0005,$30-40B
2026-05-14 20:40:06+00:00,0.0005,$30-40B
2026-05-14 20:50:10+00:00,0.0005,$30-40B
2026-05-14 21:00:14+00:00,0.0005,$30-40B
2026-05-14 21:10:12+00:00,0.0005,$30-40B
2026-05-14 21:20:05+00:00,0.0005,$30-40B
2026-05-14 21:30:27+00:00,0.0005,$30-40B
2026-05-14 21:40:07+00:00,0.0005,$30-40B
2026-05-14 21:50:08+00:00,0.0005,$30-40B
2026-05-14 22:00:13+00:00,0.0005,$30-40B
2026-05-14 22:10:05+00:00,0.0005,$30-40B
2026-05-12 12:10:06+00:00,0.071,$40-50B
2026-05-12 12:20:11+00:00,0.071,$40-50B
2026-05-12 12:30:10+00:00,0.071,$40-50B
2026-05-12 12:40:08+00:00,0.071,$40-50B
2026-05-12 12:50:19+00:00,0.071,$40-50B
2026-05-12 13:00:08+00:00,0.071,$40-50B
2026-05-12 13:10:09+00:00,0.071,$40-50B
2026-05-12 13:30:11+00:00,0.071,$40-50B
2026-05-12 13:40:07+00:00,0.071,$40-50B
2026-05-12 13:50:05+00:00,0.071,$40-50B
2026-05-12 14:00:09+00:00,0.071,$40-50B
2026-05-12 14:10:07+00:00,0.071,$40-50B
2026-05-12 14:20:10+00:00,0.071,$40-50B
2026-05-12 14:30:12+00:00,0.071,$40-50B
2026-05-12 14:40:08+00:00,0.071,$40-50B
2026-05-12 14:50:07+00:00,0.071,$40-50B
2026-05-12 15:00:15+00:00,0.071,$40-50B
2026-05-12 15:10:06+00:00,0.071,$40-50B
2026-05-12 15:20:07+00:00,0.071,$40-50B
2026-05-12 15:30:15+00:00,0.071,$40-50B
2026-05-12 15:40:08+00:00,0.071,$40-50B
2026-05-12 15:50:11+00:00,0.071,$40-50B
2026-05-12 16:00:08+00:00,0.071,$40-50B
2026-05-12 16:10:07+00:00,0.071,$40-50B
2026-05-12 16:20:07+00:00,0.071,$40-50B
2026-05-12 16:30:10+00:00,0.071,$40-50B
2026-05-12 16:40:09+00:00,0.072,$40-50B
2026-05-12 16:50:08+00:00,0.072,$40-50B
2026-05-12 17:00:34+00:00,0.072,$40-50B
2026-05-12 17:10:08+00:00,0.072,$40-50B
2026-05-12 17:20:09+00:00,0.072,$40-50B
2026-05-12 17:30:11+00:00,0.072,$40-50B
2026-05-12 17:40:08+00:00,0.072,$40-50B
2026-05-12 17:50:06+00:00,0.072,$40-50B
2026-05-12 18:00:12+00:00,0.073,$40-50B
2026-05-12 18:10:09+00:00,0.073,$40-50B
2026-05-12 18:20:12+00:00,0.073,$40-50B
2026-05-12 18:30:08+00:00,0.0735,$40-50B
2026-05-12 18:40:05+00:00,0.0735,$40-50B
2026-05-12 18:50:07+00:00,0.0735,$40-50B
2026-05-12 19:00:11+00:00,0.0735,$40-50B
2026-05-12 19:10:09+00:00,0.0735,$40-50B
2026-05-12 19:20:07+00:00,0.073,$40-50B
2026-05-12 19:30:08+00:00,0.0735,$40-50B
2026-05-12 19:40:09+00:00,0.073,$40-50B
2026-05-12 19:50:09+00:00,0.073,$40-50B
2026-05-12 20:00:13+00:00,0.073,$40-50B
2026-05-12 20:10:07+00:00,0.073,$40-50B
2026-05-12 20:20:08+00:00,0.073,$40-50B
2026-05-12 20:30:08+00:00,0.073,$40-50B
2026-05-12 20:40:07+00:00,0.073,$40-50B
2026-05-12 20:50:09+00:00,0.073,$40-50B
2026-05-12 21:00:13+00:00,0.055,$40-50B
2026-05-12 21:10:09+00:00,0.055,$40-50B
2026-05-12 21:20:07+00:00,0.0545,$40-50B
2026-05-12 21:30:24+00:00,0.0525,$40-50B
2026-05-12 21:40:05+00:00,0.0525,$40-50B
2026-05-12 21:50:09+00:00,0.0525,$40-50B
2026-05-12 22:00:32+00:00,0.053,$40-50B
2026-05-12 22:10:08+00:00,0.053,$40-50B
2026-05-12 22:20:08+00:00,0.053,$40-50B
2026-05-12 22:30:13+00:00,0.053,$40-50B
2026-05-12 22:40:21+00:00,0.053,$40-50B
2026-05-12 22:50:09+00:00,0.053,$40-50B
2026-05-12 23:00:09+00:00,0.053,$40-50B
2026-05-12 23:10:07+00:00,0.053,$40-50B
2026-05-12 23:20:09+00:00,0.053,$40-50B
2026-05-12 23:30:12+00:00,0.053,$40-50B
2026-05-12 23:40:07+00:00,0.053,$40-50B
2026-05-12 23:50:24+00:00,0.053,$40-50B
2026-05-13 00:00:16+00:00,0.053,$40-50B
2026-05-13 00:10:06+00:00,0.0535,$40-50B
2026-05-13 00:20:08+00:00,0.049,$40-50B
2026-05-13 00:30:22+00:00,0.049,$40-50B
2026-05-13 00:40:06+00:00,0.049,$40-50B
2026-05-13 00:50:04+00:00,0.049,$40-50B
2026-05-13 01:00:10+00:00,0.0465,$40-50B
2026-05-13 01:10:21+00:00,0.046,$40-50B
2026-05-13 01:20:11+00:00,0.046,$40-50B
2026-05-13 01:30:11+00:00,0.046,$40-50B
2026-05-13 01:40:09+00:00,0.046,$40-50B
2026-05-13 01:50:06+00:00,0.046,$40-50B
2026-05-13 02:00:11+00:00,0.046,$40-50B
2026-05-13 02:10:11+00:00,0.046,$40-50B
2026-05-13 02:20:09+00:00,0.0465,$40-50B
2026-05-13 02:30:12+00:00,0.0465,$40-50B
2026-05-13 02:40:08+00:00,0.0465,$40-50B
2026-05-13 02:50:08+00:00,0.036,$40-50B
2026-05-13 03:00:36+00:00,0.028,$40-50B
2026-05-13 03:10:21+00:00,0.029,$40-50B
2026-05-13 03:20:07+00:00,0.029,$40-50B
2026-05-13 03:30:07+00:00,0.03,$40-50B
2026-05-13 03:40:05+00:00,0.036,$40-50B
2026-05-13 03:50:08+00:00,0.0365,$40-50B
2026-05-13 04:00:10+00:00,0.042,$40-50B
2026-05-13 04:10:09+00:00,0.042,$40-50B
2026-05-13 04:20:09+00:00,0.041,$40-50B
2026-05-13 04:40:07+00:00,0.047,$40-50B
2026-05-13 04:50:07+00:00,0.044,$40-50B
2026-05-13 05:00:12+00:00,0.0465,$40-50B
2026-05-13 05:10:06+00:00,0.0465,$40-50B
2026-05-13 05:20:07+00:00,0.047,$40-50B
2026-05-13 05:30:10+00:00,0.0465,$40-50B
2026-05-13 05:40:07+00:00,0.048,$40-50B
2026-05-13 05:50:08+00:00,0.0455,$40-50B
2026-05-13 06:00:14+00:00,0.0455,$40-50B
2026-05-13 06:10:08+00:00,0.0465,$40-50B
2026-05-13 06:20:08+00:00,0.045,$40-50B
2026-05-13 06:30:07+00:00,0.0445,$40-50B
2026-05-13 06:40:08+00:00,0.0445,$40-50B
2026-05-13 06:50:06+00:00,0.0445,$40-50B
2026-05-13 07:00:11+00:00,0.0445,$40-50B
2026-05-13 07:10:08+00:00,0.0445,$40-50B
2026-05-13 07:20:06+00:00,0.0465,$40-50B
2026-05-13 07:30:09+00:00,0.0465,$40-50B
2026-05-13 07:40:09+00:00,0.044,$40-50B
2026-05-13 07:50:08+00:00,0.0445,$40-50B
2026-05-13 08:00:13+00:00,0.0445,$40-50B
2026-05-13 08:10:06+00:00,0.0445,$40-50B
2026-05-13 08:20:09+00:00,0.0465,$40-50B
2026-05-13 08:30:11+00:00,0.0475,$40-50B
2026-05-13 08:40:08+00:00,0.0475,$40-50B
2026-05-13 08:50:06+00:00,0.0475,$40-50B
2026-05-13 09:00:11+00:00,0.0475,$40-50B
2026-05-13 09:10:15+00:00,0.048,$40-50B
2026-05-13 09:20:07+00:00,0.0475,$40-50B
2026-05-13 09:30:23+00:00,0.044,$40-50B
2026-05-13 09:40:10+00:00,0.044,$40-50B
2026-05-13 09:50:11+00:00,0.044,$40-50B
2026-05-13 10:00:10+00:00,0.0415,$40-50B
2026-05-13 10:10:06+00:00,0.041,$40-50B
2026-05-13 10:20:05+00:00,0.039,$40-50B
2026-05-13 10:30:16+00:00,0.0415,$40-50B
2026-05-13 10:40:20+00:00,0.0415,$40-50B
2026-05-13 10:50:08+00:00,0.0425,$40-50B
2026-05-13 11:00:08+00:00,0.0415,$40-50B
2026-05-13 11:10:08+00:00,0.043,$40-50B
2026-05-13 11:20:08+00:00,0.0475,$40-50B
2026-05-13 11:30:11+00:00,0.042,$40-50B
2026-05-13 11:40:05+00:00,0.047,$40-50B
2026-05-13 11:50:12+00:00,0.048,$40-50B
2026-05-13 12:00:14+00:00,0.046,$40-50B
2026-05-13 12:10:14+00:00,0.051,$40-50B
2026-05-13 12:20:20+00:00,0.048,$40-50B
2026-05-13 12:30:13+00:00,0.048,$40-50B
2026-05-13 12:40:12+00:00,0.0505,$40-50B
2026-05-13 12:50:06+00:00,0.0505,$40-50B
2026-05-13 13:00:13+00:00,0.0415,$40-50B
2026-05-13 13:10:10+00:00,0.0425,$40-50B
2026-05-13 13:20:09+00:00,0.0415,$40-50B
2026-05-13 13:30:12+00:00,0.0415,$40-50B
2026-05-13 13:40:09+00:00,0.0415,$40-50B
2026-05-13 13:50:15+00:00,0.0415,$40-50B
2026-05-13 14:00:11+00:00,0.0415,$40-50B
2026-05-13 14:10:08+00:00,0.0415,$40-50B
2026-05-13 14:20:09+00:00,0.0415,$40-50B
2026-05-13 14:30:10+00:00,0.0425,$40-50B
2026-05-13 14:40:09+00:00,0.0415,$40-50B
2026-05-13 14:50:15+00:00,0.0415,$40-50B
2026-05-13 15:00:24+00:00,0.0415,$40-50B
2026-05-13 15:10:12+00:00,0.043,$40-50B
2026-05-13 15:20:12+00:00,0.0435,$40-50B
2026-05-13 15:30:15+00:00,0.043,$40-50B
2026-05-13 15:40:09+00:00,0.0435,$40-50B
2026-05-13 15:50:11+00:00,0.0435,$40-50B
2026-05-13 16:00:17+00:00,0.0435,$40-50B
2026-05-13 16:10:10+00:00,0.0435,$40-50B
2026-05-13 16:20:18+00:00,0.0435,$40-50B
2026-05-13 16:30:11+00:00,0.0435,$40-50B
2026-05-13 16:40:06+00:00,0.0435,$40-50B
2026-05-13 16:50:21+00:00,0.0435,$40-50B
2026-05-13 17:00:25+00:00,0.0435,$40-50B
2026-05-13 17:10:06+00:00,0.0435,$40-50B
2026-05-13 17:20:06+00:00,0.0435,$40-50B
2026-05-13 17:30:13+00:00,0.0435,$40-50B
2026-05-13 17:40:10+00:00,0.0435,$40-50B
2026-05-13 17:50:06+00:00,0.0435,$40-50B
2026-05-13 18:00:18+00:00,0.0435,$40-50B
2026-05-13 18:10:07+00:00,0.0435,$40-50B
2026-05-13 18:20:07+00:00,0.0435,$40-50B
2026-05-13 18:30:26+00:00,0.0435,$40-50B
2026-05-13 18:40:08+00:00,0.0435,$40-50B
2026-05-13 18:50:07+00:00,0.0435,$40-50B
2026-05-13 19:00:11+00:00,0.0435,$40-50B
2026-05-13 19:10:10+00:00,0.0435,$40-50B
2026-05-13 19:20:13+00:00,0.0435,$40-50B
2026-05-13 19:30:12+00:00,0.0435,$40-50B
2026-05-13 19:40:26+00:00,0.044,$40-50B
2026-05-13 19:50:15+00:00,0.044,$40-50B
2026-05-13 20:00:16+00:00,0.0435,$40-50B
2026-05-13 20:10:08+00:00,0.0435,$40-50B
2026-05-13 20:20:06+00:00,0.044,$40-50B
2026-05-13 20:30:09+00:00,0.044,$40-50B
2026-05-13 20:40:09+00:00,0.044,$40-50B
2026-05-13 20:50:07+00:00,0.0435,$40-50B
2026-05-13 21:00:15+00:00,0.0435,$40-50B
2026-05-13 21:10:06+00:00,0.0435,$40-50B
2026-05-13 21:20:25+00:00,0.0435,$40-50B
2026-05-13 21:30:11+00:00,0.0435,$40-50B
2026-05-13 21:40:10+00:00,0.0435,$40-50B
2026-05-13 21:50:35+00:00,0.044,$40-50B
2026-05-13 22:00:12+00:00,0.0435,$40-50B
2026-05-13 22:10:08+00:00,0.055,$40-50B
2026-05-13 22:20:08+00:00,0.055,$40-50B
2026-05-13 22:30:11+00:00,0.055,$40-50B
2026-05-13 22:40:06+00:00,0.055,$40-50B
2026-05-13 22:50:06+00:00,0.0555,$40-50B
2026-05-13 23:00:14+00:00,0.055,$40-50B
2026-05-13 23:10:10+00:00,0.06,$40-50B
2026-05-13 23:20:24+00:00,0.0645,$40-50B
2026-05-13 23:30:28+00:00,0.0645,$40-50B
2026-05-13 23:40:08+00:00,0.0665,$40-50B
2026-05-13 23:50:11+00:00,0.062,$40-50B
2026-05-14 00:00:23+00:00,0.0505,$40-50B
2026-05-14 00:10:09+00:00,0.0545,$40-50B
2026-05-14 00:20:14+00:00,0.0545,$40-50B
2026-05-14 00:30:14+00:00,0.0545,$40-50B
2026-05-14 00:40:07+00:00,0.0545,$40-50B
2026-05-14 00:50:12+00:00,0.0545,$40-50B
2026-05-14 01:00:10+00:00,0.0535,$40-50B
2026-05-14 01:10:10+00:00,0.052,$40-50B
2026-05-14 01:20:08+00:00,0.0505,$40-50B
2026-05-14 01:30:11+00:00,0.0515,$40-50B
2026-05-14 01:40:05+00:00,0.0505,$40-50B
2026-05-14 01:50:08+00:00,0.0505,$40-50B
2026-05-14 02:00:24+00:00,0.0505,$40-50B
2026-05-14 02:10:08+00:00,0.0505,$40-50B
2026-05-14 02:20:09+00:00,0.0505,$40-50B
2026-05-14 02:30:11+00:00,0.0505,$40-50B
2026-05-14 02:40:07+00:00,0.0505,$40-50B
2026-05-14 02:50:07+00:00,0.0505,$40-50B
2026-05-14 03:00:20+00:00,0.0505,$40-50B
2026-05-14 03:10:07+00:00,0.051,$40-50B
2026-05-14 03:20:20+00:00,0.053,$40-50B
2026-05-14 03:30:09+00:00,0.052,$40-50B
2026-05-14 03:40:06+00:00,0.053,$40-50B
2026-05-14 03:50:05+00:00,0.052,$40-50B
2026-05-14 04:00:08+00:00,0.051,$40-50B
2026-05-14 04:10:07+00:00,0.052,$40-50B
2026-05-14 04:20:08+00:00,0.053,$40-50B
2026-05-14 04:30:09+00:00,0.051,$40-50B
2026-05-14 04:40:07+00:00,0.052,$40-50B
2026-05-14 04:50:07+00:00,0.053,$40-50B
2026-05-14 05:00:12+00:00,0.0525,$40-50B
2026-05-14 05:10:15+00:00,0.0525,$40-50B
2026-05-14 05:20:06+00:00,0.0505,$40-50B
